tier,file,id,title,title_original,author,author_original,canon_id,awards,status,candidate_year,suggested_t,confidence,ol_title,ol_authors,ol_key,title_similarity,author_similarity,reason
P2_EXTERNAL_MATCH_FRIENDLY,1914 and Other Poems.md,WL-WORK-1931,1914 and Other Poems,,鲁珀特·布鲁克,Rupert Brooke,,,CANDIDATE,1916,T4,HIGH,1914 and other poems,Rupert Brooke,/works/OL42504199W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,A Boy's Own Story.md,WL-WORK-0913,A Boy's Own Story,,埃德蒙·怀特,Edmund White,,,CANDIDATE,1982,T6,HIGH,A boy's own story,Edmund White,/works/OL119209W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,A General History of the Pyrates.md,WL-WORK-2152,A General History of the Pyrates,,查尔斯·约翰逊船长,Captain Charles Johnson,,,CANDIDATE,1925,T4,HIGH,A General History of the Pyrates,Captain Charles Johnson;Daniel Defoe;Nathaniel Mist;Woodes Rogers;John Atkins;Philip Gosse,/works/OL24476788W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,A Hunger Like No Other.md,WL-WORK-1934,A Hunger Like No Other,,克雷斯莉·科尔,Kresley Cole,,,CANDIDATE,2011,T6,HIGH,"A Hunger Like No Other, 2",Kresley Cole;Robert Petkoff,/works/OL25313101W,0.973,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,A Lady's Life in the Rocky Mountains.md,WL-WORK-1342,A Lady's Life in the Rocky Mountains,,伊莎贝拉·伯德,Isabella Bird,,,CANDIDATE,1879,T3,HIGH,A lady's life in the Rocky Mountains,Isabella L. Bird,/works/OL1077887W,1.000,0.960,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,A Long Way Gone.md,WL-WORK-1935,A Long Way Gone,,伊斯梅尔·比亚,Ishmael Beah,,,CANDIDATE,2007,T6,HIGH,A Long Way Gone,Ishmael Beah,/works/OL8034119W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,A New Voyage Round the World.md,WL-WORK-0490,A New Voyage Round the World,,威廉·丹皮尔,William Dampier,,,CANDIDATE,1697,T2,HIGH,A New Voyage Round the World,William Dampier;Nicholas Thomas,/works/OL4570671W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,A Princess in Theory.md,WL-WORK-1936,A Princess in Theory,,艾莉莎·科尔,Alyssa Cole,,,CANDIDATE,2018,T6,HIGH,A princess in theory,Alyssa cole,/works/OL19737100W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,A Rumor of War.md,WL-WORK-1937,A Rumor of War,,菲利普·卡普托,Philip Caputo,,,CANDIDATE,1977,T5,HIGH,A rumor of war,Philip Caputo,/works/OL82000W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,A Small Place.md,WL-WORK-1343,A Small Place,,牙买加·金凯德,Jamaica Kincaid,,,CANDIDATE,1988,T6,HIGH,A small place,Jamaica Kincaid;Robin Miles,/works/OL2664685W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,A Time of Gifts.md,WL-WORK-1344,A Time of Gifts,,帕特里克·利·弗莫尔,Patrick Leigh Fermor,,,CANDIDATE,1977,T5,HIGH,A Time of Gifts,Patrick Leigh Fermor,/works/OL3583229W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,A Woman's Journey Round the World.md,WL-WORK-1345,A Woman's Journey Round the World,,伊达·普费弗尔,Ida Pfeiffer,,,CANDIDATE,1852,T3,HIGH,A Woman's Journey Round the World,Ida Pfeiffer,/works/OL910375W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Always Only You.md,WL-WORK-1939,Always Only You,,克洛伊·利泽,Chloe Liese,,,CANDIDATE,2020,T6,HIGH,Always Only You,Chloe Liese,/works/OL27591343W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,America Is in the Heart.md,WL-WORK-0914,America Is in the Heart,,卡洛斯·布洛桑,Carlos Bulosan,,,CANDIDATE,1946,T5,HIGH,America is in the heart,Carlos Bulosan,/works/OL1622940W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Aniceto el Gallo.md,WL-WORK-2160,Aniceto el Gallo,,阿斯卡苏比,Hilario Ascasubi,,,CANDIDATE,2023,T6,HIGH,Aniceto el Gallo,Hilario Ascasubi,/works/OL37642422W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Anton Reiser.md,WL-WORK-0915,Anton Reiser,,卡尔·菲利普·莫里茨,Karl Philipp Moritz,,,CANDIDATE,1886,T3,HIGH,Anton Reiser,Karl Philipp Moritz,/works/OL10343282W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Arabian Sands.md,WL-WORK-1349,Arabian Sands,,威尔弗雷德·塞西格,Wilfred Thesiger,,,CANDIDATE,1959,T5,HIGH,Arabian sands,Wilfred Thesiger,/works/OL2880104W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Auschwitz and After.md,WL-WORK-1941,Auschwitz and After,,夏洛特·德尔博,Charlotte Delbo,,,CANDIDATE,1997,T6,HIGH,Auschwitz and after,Charlotte Delbo,/works/OL20055779W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Ayesha at Last.md,WL-WORK-1942,Ayesha at Last,,乌兹玛·贾拉勒丁,Uzma Jalaluddin,,,CANDIDATE,2018,T6,HIGH,Ayesha At Last,Uzma Jalaluddin,/works/OL20163357W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,A代表不在场证明.md,WL-WORK-0095,A代表不在场证明,A Is for Alibi,苏·格拉夫顿,Sue Grafton,,,CANDIDATE,1982,T6,HIGH,"""A"" is for Alibi",Sue Grafton,/works/OL13754384W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Banalata Sen.md,WL-WORK-1524,Banalata Sen,,吉巴纳南达·达斯,Jibanananda Das,,,CANDIDATE,1962,T5,HIGH,Banalata Sen,Jibanananda Das,/works/OL333397W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Beach Read.md,WL-WORK-1944,Beach Read,,埃米莉·亨利,Emily Henry,,,CANDIDATE,2020,T6,HIGH,Beach Read,Emily Henry,/works/OL20734329W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Before I Let Go.md,WL-WORK-1945,Before I Let Go,,肯尼迪·瑞安,Kennedy Ryan,,,CANDIDATE,2022,T6,HIGH,Before I Let Go,Kennedy Ryan,/works/OL27850288W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Before She Sleeps.md,WL-WORK-0916,Before She Sleeps,,比娜·沙阿,Bina Shah,,,CANDIDATE,2018,T6,HIGH,Before she sleeps,Bina Shah,/works/OL19751027W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Beirut Blues.md,WL-WORK-1946,Beirut Blues,,哈南·谢赫,Hanan al-Shaykh,,,CANDIDATE,1995,T6,HIGH,Beirut blues,Ḥanān Shaykh,/works/OL1865813W,1.000,0.917,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Bet Me.md,WL-WORK-1947,Bet Me,,珍妮弗·克鲁西,Jennifer Crusie,,,CANDIDATE,2004,T6,HIGH,Bet me,Jennifer Crusie,/works/OL15829432W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Between the Woods and the Water.md,WL-WORK-1350,Between the Woods and the Water,,帕特里克·利·弗莫尔,Patrick Leigh Fermor,,,CANDIDATE,1986,T6,HIGH,Between the Woods and the Water,Patrick Leigh Fermor,/works/OL3583226W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Big Rock Candy Mountain.md,WL-WORK-2171,Big Rock Candy Mountain,,华莱士·斯特格纳,Wallace Stegner,,,CANDIDATE,2013,T6,HIGH,Big Rock Candy Mountain,Wallace Stegner,/works/OL28345359W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,"Bless Me, Ultima.md",WL-WORK-2174,"Bless Me, Ultima",,鲁道夫·阿纳亚,Rudolfo Anaya,,,CANDIDATE,1972,T5,HIGH,"Bless Me, Ultima",Rudolfo A. Anaya;Rudolfo Anaya;Ruben Anaya;Rudolfo A Anaya,/works/OL152076W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Book Lovers.md,WL-WORK-1949,Book Lovers,,埃米莉·亨利,Emily Henry,,,CANDIDATE,2022,T6,HIGH,Book Lovers,Emily Henry,/works/OL24801992W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Borderlands ／ La Frontera.md,WL-WORK-2175,Borderlands / La Frontera,,格洛丽亚·安扎尔杜亚,Gloria Anzaldúa,,,CANDIDATE,1987,T6,HIGH,Borderlands/La Frontera,Gloria Anzaldúa,/works/OL61326W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Boyfriend Material.md,WL-WORK-1950,Boyfriend Material,,亚历克西斯·霍尔,Alexis Hall,,,CANDIDATE,2020,T6,HIGH,Boyfriend Material,Alexis Hall,/works/OL20840329W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Bread Givers.md,WL-WORK-0917,Bread Givers,,安齐娅·叶济尔斯卡,Anzia Yezierska,,,CANDIDATE,1925,T4,HIGH,Bread givers,Anzia Yezierska,/works/OL14866180W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Buffalo Wagons.md,WL-WORK-2177,Buffalo Wagons,,埃尔默·凯尔顿,Elmer Kelton,,,CANDIDATE,1957,T5,HIGH,Buffalo Wagons,Elmer Kelton,/works/OL90451W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Bugles in the Afternoon.md,WL-WORK-2178,Bugles in the Afternoon,,欧内斯特·海科克斯,Ernest Haycox,,,CANDIDATE,1944,T4,HIGH,Bugles in the afternoon,Ernest Haycox,/works/OL14848325W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Burnt Offerings.md,WL-WORK-0494,Burnt Offerings,,罗伯特·马拉斯科,Robert Marasco,,,CANDIDATE,1973,T5,HIGH,Burnt offerings,Robert Marasco,/works/OL6562613W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Butcher's Crossing.md,WL-WORK-2179,Butcher's Crossing,,约翰·威廉斯,John Williams,,,CANDIDATE,1960,T5,HIGH,Butcher's Crossing,John Williams,/works/OL3511457W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Cancioneiro Guasca.md,WL-WORK-2180,Cancioneiro Guasca,,西蒙斯·洛佩斯·内托,Simões Lopes Neto,,,CANDIDATE,1910,T4,HIGH,Cancioneiro guasca,J. Simões Lopes Neto,/works/OL12155895W,1.000,0.968,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Casos do Romualdo.md,WL-WORK-2183,Casos do Romualdo,,西蒙斯·洛佩斯·内托,Simões Lopes Neto,,,CANDIDATE,1952,T5,HIGH,Casos do Romualdo,J. Simões Lopes Neto,/works/OL3206193W,1.000,0.968,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Ceremony.md,WL-WORK-0918,Ceremony,,莱斯利·马蒙·西尔科,Leslie Marmon Silko,,,CANDIDATE,1977,T5,HIGH,Ceremony,Leslie Silko;Silko;Leslie Marmon Silko,/works/OL2004614W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Certain Dark Things.md,WL-WORK-0495,Certain Dark Things,,西尔维娅·莫雷诺-加西亚,Silvia Moreno-Garcia,,,CANDIDATE,2016,T6,HIGH,Certain Dark Things,Silvia Moreno-Garcia,/works/OL20039652W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,"Cogewea, the Half-Blood.md",WL-WORK-2188,"Cogewea, the Half-Blood",,哀鸽,Mourning Dove,,,CANDIDATE,1927,T4,HIGH,"Co-ge-we-a, the half blood",Mourning Dove,/works/OL4782293W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Color.md,WL-WORK-1527,Color,,康蒂·卡伦,Countee Cullen,,,CANDIDATE,1969,T5,HIGH,Color,Countee Cullen,/works/OL25161876W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Contos Gauchescos.md,WL-WORK-2190,Contos Gauchescos,,西蒙斯·洛佩斯·内托,Simões Lopes Neto,,,CANDIDATE,1983,T6,HIGH,Contos gauchescos,J. Simões Lopes Neto,/works/OL3206195W,1.000,0.968,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Count Hannibal.md,WL-WORK-2192,Count Hannibal,,斯坦利·韦曼,Stanley Weyman,,,CANDIDATE,2016,T6,HIGH,Count Hannibal,Stanley . Weyman,/works/OL41401873W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Cowboy Songs and Other Frontier Ballads.md,WL-WORK-2193,Cowboy Songs and Other Frontier Ballads,,约翰·A.洛马克斯,John A. Lomax,,,CANDIDATE,1925,T4,HIGH,Cowboy Songs and other frontier ballads,John A. Lomax,/works/OL43750291W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Cracking India.md,WL-WORK-0919,Cracking India,,巴普西·西德瓦,Bapsi Sidhwa,,,CANDIDATE,1991,T6,HIGH,Cracking India,Bapsi Sidhwa,/works/OL3935996W,1.000,1.000,Open Library first_publish_year candidate
P1_CANON_AWARD,Dance Hall of the Dead.md,WL-WORK-2195,Dance Hall of the Dead,,托尼·希勒曼,Tony Hillerman,,WL-AWARD-EDGAR,CANDIDATE,1973,T5,HIGH,Dance Hall of the Dead,Tony Hillerman;Tony Hillerman,/works/OL55903W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,"Dark Continent, My Black Arse.md",WL-WORK-1353,"Dark Continent, My Black Arse",,西赫勒·库马洛,Sihle Khumalo,,,CANDIDATE,2007,T6,HIGH,"Dark continent, my black arse",Sihle Khumalo,/works/OL13767935W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Dark Fire.md,WL-WORK-0921,Dark Fire,,C.J.桑瑟姆,C.J. Sansom,,,CANDIDATE,2001,T6,HIGH,Dark fire,C. J. Sansom,/works/OL17719162W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Dark Lover.md,WL-WORK-1952,Dark Lover,,J.R.沃德,J.R. Ward,,,CANDIDATE,2005,T6,HIGH,Dark Lover,J. R. Ward,/works/OL5091273W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Dead in the West.md,WL-WORK-2196,Dead in the West,,乔·R.兰斯代尔,Joe R. Lansdale,,,CANDIDATE,1986,T6,HIGH,Dead in the West,Joe R. Lansdale,/works/OL54770W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Delilah Green Doesn't Care.md,WL-WORK-1953,Delilah Green Doesn't Care,,阿什莉·赫林·布莱克,Ashley Herring Blake,,,CANDIDATE,2022,T6,HIGH,Delilah Green Doesn't Care,Ashley Herring Blake,/works/OL25917284W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Delirium.md,WL-WORK-0922,Delirium,,劳伦·奥利弗,Lauren Oliver,,,CANDIDATE,2011,T6,HIGH,Delirium,Lauren Oliver,/works/OL27432616W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Desert Solitaire.md,WL-WORK-2199,Desert Solitaire,,爱德华·艾比,Edward Abbey,,,CANDIDATE,1968,T5,HIGH,Desert solitaire,Edward Abbey,/works/OL2929632W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Devil in Winter.md,WL-WORK-1955,Devil in Winter,,丽莎·克莱帕斯,Lisa Kleypas,,,CANDIDATE,2006,T6,HIGH,Devil in Winter,Lisa Kleypas,/works/OL4331781W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Dispatches.md,WL-WORK-1956,Dispatches,,迈克尔·赫尔,Michael Herr,,,CANDIDATE,1977,T5,HIGH,Dispatches,Michael Herr,/works/OL4482600W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Dreaming in Cuban.md,WL-WORK-0923,Dreaming in Cuban,,克里斯蒂娜·加西亚,Cristina García,,,CANDIDATE,1992,T6,HIGH,Dreaming in Cuban,Cristina García,/works/OL938779W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Dungeon Crawler Carl.md,WL-WORK-0499,Dungeon Crawler Carl,,马特·丁尼曼,Matt Dinniman,,,CANDIDATE,2020,T6,HIGH,Dungeon Crawler Carl,Matt Dinniman,/works/OL24593432W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,El Zarco.md,WL-WORK-2214,El Zarco,,伊格纳西奥·曼努埃尔·阿尔塔米拉诺,Ignacio Manuel Altamirano,,,CANDIDATE,1933,T4,HIGH,El Zarco,Ignacio Manuel Altamirano,/works/OL2100520W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Erec.md,WL-WORK-2218,Erec,,哈特曼·冯·奥埃,Hartmann von Aue,,,CANDIDATE,1900,T4,HIGH,Erec,Hartmann von Aue;Ludwig Wolff;Albert. Leitzmann,/works/OL2783283W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Exquisite Corpse.md,WL-WORK-0500,Exquisite Corpse,,波比·Z.布赖特,Poppy Z. Brite,,,CANDIDATE,1996,T6,HIGH,Exquisite Corpse,Poppy Z. Brite,/works/OL20864713W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Facial Justice.md,WL-WORK-0924,Facial Justice,,L.P.哈特利,L.P. Hartley,,,CANDIDATE,1960,T5,HIGH,Facial Justice,L. P. Hartley,/works/OL11882354W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Facundo／ Civilization and Barbarism.md,WL-WORK-2224,Facundo: Civilization and Barbarism,,萨米恩托,Domingo Faustino Sarmiento,,,CANDIDATE,1868,T3,HIGH,"Facundo, or, civilization and barbarism",Domingo Faustino Sarmiento;Domingo Faustino Sarmiento;Domingo F. Sarmiento;12,/works/OL1161881W,0.969,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Feed.md,WL-WORK-0925,Feed,,M.T.安德森,M.T. Anderson,,,CANDIDATE,2002,T6,HIGH,Feed,M. T. Anderson,/works/OL112043W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Fools Crow.md,WL-WORK-0926,Fools Crow,,詹姆斯·韦尔奇,James Welch,,,CANDIDATE,1986,T6,HIGH,Fools crow,James Welch,/works/OL11377485W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Forbidden.md,WL-WORK-1958,Forbidden,,贝弗利·詹金斯,Beverly Jenkins,,,CANDIDATE,2016,T6,HIGH,Forbidden,Beverly Jenkins,/works/OL20018773W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Fourth Wing.md,WL-WORK-1959,Fourth Wing,,丽贝卡·亚罗斯,Rebecca Yarros,,,CANDIDATE,2023,T6,HIGH,Fourth Wing,Rebecca Yarros,/works/OL29226517W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,From a Crooked Rib.md,WL-WORK-0927,From a Crooked Rib,,努鲁丁·法拉赫,Nuruddin Farah,,,CANDIDATE,1970,T5,HIGH,From a crooked rib,Nuruddin Farah,/works/OL18692W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Games of Command.md,WL-WORK-1960,Games of Command,,林妮娅·辛克莱,Linnea Sinclair,,,CANDIDATE,2007,T6,HIGH,Games of Command,Linnea Sinclair,/works/OL5887176W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Gestaltes en diere.md,WL-WORK-1530,Gestaltes en diere,,N.P.范维克·劳,N. P. van Wyk Louw,,,CANDIDATE,1958,T5,HIGH,Gestaltes en diere,N. P. van Wyk Louw,/works/OL44868203W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,"Get a Life, Chloe Brown.md",WL-WORK-1961,"Get a Life, Chloe Brown",,塔莉娅·希伯特,Talia Hibbert,,,CANDIDATE,2019,T6,HIGH,"Get a Life, Chloe Brown",Talia Hibbert;Adjoa Andoh,/works/OL20422812W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Gnomon.md,WL-WORK-0928,Gnomon,,尼克·哈卡维,Nick Harkaway,,,CANDIDATE,2017,T6,HIGH,Gnomon,Nick Harkaway,/works/OL20073146W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Greguerías.md,WL-WORK-1531,Greguerías,,拉蒙·戈麦斯·德拉塞尔纳,Ramón Gómez de la Serna,,,CANDIDATE,1930,T4,HIGH,Greguerías,Ramón Gómez de la Serna,/works/OL1165331W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Harmonium.md,WL-WORK-1532,Harmonium,,华莱士·史蒂文斯,Wallace Stevens,,,CANDIDATE,1923,T4,HIGH,Harmonium,Wallace Stevens,/works/OL464013W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Her Privates We.md,WL-WORK-1964,Her Privates We,,弗雷德里克·曼宁,Frederic Manning,,,CANDIDATE,1999,T6,HIGH,Her Privates We,Frederic Manning,/works/OL19671050W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Hood.md,WL-WORK-2240,Hood,,斯蒂芬·R.劳黑德,Stephen R. Lawhead,,,CANDIDATE,2008,T6,HIGH,Hood,Stephen R. Lawhead,/works/OL44031730W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Hormiga Negra.md,WL-WORK-2241,Hormiga Negra,,爱德华多·古铁雷斯,Eduardo Gutiérrez,,,CANDIDATE,1999,T6,HIGH,Hormiga Negra,Eduardo Gutiérrez,/works/OL792333W,1.000,1.000,Open Library first_publish_year candidate
P1_CANON_AWARD,House Made of Dawn.md,WL-WORK-2243,House Made of Dawn,,N.斯科特·莫马迪,N. Scott Momaday,,WL-AWARD-PULITZER-FICTION,CANDIDATE,1968,T5,HIGH,House Made of Dawn,N. Scott Momaday,/works/OL25930W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,How Much of These Hills Is Gold.md,WL-WORK-2244,How Much of These Hills Is Gold,,张沧畔,C Pam Zhang,,,CANDIDATE,2020,T6,HIGH,How much of these hills is gold,C Pam Zhang,/works/OL20660554W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Human Sacrifices.md,WL-WORK-0503,Human Sacrifices,,玛丽亚·费尔南达·安普埃罗,María Fernanda Ampuero,,,CANDIDATE,2023,T6,HIGH,Human Sacrifices,María Fernanda Ampuero;Frances Riddle,/works/OL28846154W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Indigo.md,WL-WORK-1969,Indigo,,贝弗利·詹金斯,Beverly Jenkins,,,CANDIDATE,1996,T6,HIGH,Indigo,Beverly Jenkins,/works/OL553688W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Inland.md,WL-WORK-2248,Inland,,特娅·奥布雷赫特,Téa Obreht,,,CANDIDATE,2016,T6,HIGH,Inland,Téa Obreht,/works/OL24223033W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Jawbone.md,WL-WORK-0505,Jawbone,,莫妮卡·奥赫达,Mónica Ojeda,,,CANDIDATE,2022,T6,HIGH,Jawbone,Mónica Ojeda,/works/OL28803815W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Jennifer Government.md,WL-WORK-0931,Jennifer Government,,马克斯·巴里,Max Barry,,,CANDIDATE,2003,T6,HIGH,Jennifer Government,Max Barry,/works/OL8052942W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Just Like Home.md,WL-WORK-0506,Just Like Home,,萨拉·盖利,Sarah Gailey,,,CANDIDATE,2022,T6,HIGH,Just Like Home,Sarah Gailey,/works/OL25453693W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Kaputt.md,WL-WORK-1971,Kaputt,,库尔齐奥·马拉帕尔特,Curzio Malaparte,,,CANDIDATE,1946,T5,HIGH,Kaputt,Curzio Malaparte,/works/OL1272994W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Kushiel's Dart.md,WL-WORK-1972,Kushiel's Dart,,杰奎琳·凯里,Jacqueline Carey,,,CANDIDATE,2001,T6,HIGH,Kushiel's dart,Jacqueline Carey,/works/OL2719901W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,L'Allegria.md,WL-WORK-1534,L'Allegria,,朱塞佩·翁加雷蒂,Giuseppe Ungaretti,,,CANDIDATE,1942,T4,HIGH,L' allegria,Giuseppe Ungaretti,/works/OL2066829W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Legendary Tales of the Australian Aborigines.md,WL-WORK-1359,Legendary Tales of the Australian Aborigines,,戴维·乌奈庞,David Unaipon,,,CANDIDATE,2001,T6,HIGH,Legendary tales of the Australian aborigines,David Unaipon,/works/OL12027653W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Leila.md,WL-WORK-0933,Leila,,普拉亚格·阿克巴尔,Prayaag Akbar,,,CANDIDATE,2017,T6,HIGH,Leila,Prayaag Akbar,/works/OL17845877W,1.000,1.000,Open Library first_publish_year candidate
P2_EXTERNAL_MATCH_FRIENDLY,Lendas do Sul.md,WL-WORK-2271,Lendas do Sul,,西蒙斯·洛佩斯·内托,Simões Lopes Neto,,,CANDIDATE,1953,T5,HIGH,Lendas do Sul,J. Simões Lopes Neto,/works/OL3206194W,1.000,0.968,Open Library first_publish_year candidate
