tier,file,id,title,title_original,author,author_original,canon_id,awards,source_ref_keys,topics,ol_year,ol_t,ol_title,ol_authors,wd_status,resolution_status,chosen_t,canonical_year_candidate,year_action,resolution_reason,wd_error
P2_EXTERNAL_MATCH_FRIENDLY,Juan Moreira.md,WL-WORK-2255,Juan Moreira,,爱德华多·古铁雷斯,Gutiérrez,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO;WL-TOPIC-Q15-OUTLAW,,,Juan Moreira,Eduardo Gutiérrez,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Just Like Home.md,WL-WORK-0506,Just Like Home,,萨拉·盖利,Sarah Gailey,,,batch1_source_refs,WL-TOPIC-G45-HORROR,2022,T6,Just Like Home,Sarah Gailey,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Kalpa Imperial.md,WL-WORK-0472,Kalpa Imperial,,安赫利卡·戈罗迪舍尔,Angélica Gorodischer,,,,WL-TOPIC-G45-SF,,,Kalpa Imperial,Angélica Beatriz del Rosario Arcal de Gorodischer,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Kaputt.md,WL-WORK-1971,Kaputt,,库尔齐奥·马拉帕尔特,Curzio Malaparte,,,batch5_source_refs,WL-TOPIC-Q6-WAR,1946,T5,Kaputt,Curzio Malaparte,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Kernok the Pirate.md,WL-WORK-2256,Kernok the Pirate,,欧仁·苏,Eugène Sue,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,,,Kernok El Pirata/Kernok the Pirate,Eugène Sue,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Kintu.md,WL-WORK-0932,Kintu,,珍妮弗·南布西·马昆比,与Makumbi,,,batch2_source_refs,WL-TOPIC-G43-FAMILY,,,,,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Kushiel's Dart.md,WL-WORK-1972,Kushiel's Dart,,杰奎琳·凯里,Jacqueline Carey,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,2001,T6,Kushiel's dart,Jacqueline Carey,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,L'Allegria.md,WL-WORK-1534,L'Allegria,,朱塞佩·翁加雷蒂,Giuseppe Ungaretti,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,1942,T4,L' allegria,Giuseppe Ungaretti,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,La cautiva.md,WL-WORK-2258,La cautiva,,埃斯特万·埃切维里亚,Echeverría,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,,,La cautiva,Esteban Echeverría,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,La guerra gaucha.md,WL-WORK-2259,La guerra gaucha,,莱奥波尔多·卢贡内斯,Lugones,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,,,La guerra gaucha,Leopoldo Lugones,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,La vuelta de Martín Fierro.md,WL-WORK-2263,La vuelta de Martín Fierro,,何塞·埃尔南德斯,Hernández,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO;WL-TOPIC-Q15-OUTLAW,,,La vuelta de Martín Fierro,José Hernández,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Las aventuras de la China Iron.md,WL-WORK-2267,Las aventuras de la China Iron,,加布里埃拉·卡贝松·卡马拉,Cabezón Cámara,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO;WL-TOPIC-Q15-OUTLAW,,,Las aventuras de la China Iron,Gabriela Cabezón Cámara,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Le Capitan.md,WL-WORK-2269,Le Capitan,,米歇尔·泽瓦科,Le Capitan,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,,,,,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Legendary Tales of the Australian Aborigines.md,WL-WORK-1359,Legendary Tales of the Australian Aborigines,,戴维·乌奈庞,David Unaipon,,,batch3_source_refs,WL-TOPIC-G1-MYTH,2001,T6,Legendary tales of the Australian aborigines,David Unaipon,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Leila.md,WL-WORK-0933,Leila,,普拉亚格·阿克巴尔,Prayaag Akbar,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA,2017,T6,Leila,Prayaag Akbar,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Lendas do Sul.md,WL-WORK-2271,Lendas do Sul,,西蒙斯·洛佩斯·内托,Simões Lopes Neto,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,1953,T5,Lendas do Sul,J. Simões Lopes Neto,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,"Letters Written during a Short Residence in Sweden, Norway, and Denmark.md",WL-WORK-1360,"Letters Written during a Short Residence in Sweden, Norway, and Denmark",,玛丽·沃斯通克拉夫特,Mary Wollstonecraft,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,1796,T2,"Letters written during a short residence in Sweden, Norway, and Denmark",Mary Wollstonecraft,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Limbo.md,WL-WORK-0934,Limbo,,伯纳德·沃尔夫,Bernard Wolfe,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA,1952,T5,Limbo,Bernard Wolfe,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Little Big Man.md,WL-WORK-2273,Little Big Man,,托马斯·伯杰,Thomas Berger,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,1964,T5,Little Big Man,Thomas Berger;Gilda Berger;T. Berger;Thomas Berger;Thomas BERGER,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Lone Women.md,WL-WORK-2274,Lone Women,,维克多·拉瓦勒,Victor LaValle,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,2024,T6,Lone Women,Victor LaValle,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Long John Silver.md,WL-WORK-2275,Long John Silver,,比约恩·拉尔森,Björn Larsson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,1995,T6,Long John Silver,Björn Larsson,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Looking for Transwonderland／ Travels in Nigeria.md,WL-WORK-1361,Looking for Transwonderland: Travels in Nigeria,Looking for Transwonderland,努·萨罗-维瓦,Noo Saro-Wiwa,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,2012,T6,Looking for transwonderland,Noo Saro-Wiwa,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Los bandidos de Río Frío.md,WL-WORK-2276,Los bandidos de Río Frío,,曼努埃尔·派诺,Manuel Payno,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,2017,T6,Los Bandidos de Rio Frio,Manuel Payno,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Los caranchos de La Florida.md,WL-WORK-2277,Los caranchos de La Florida,,贝尼托·林奇,Benito Lynch,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,1916,T4,Los caranchos de la Florida,Benito Lynch,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Los tres gauchos orientales.md,WL-WORK-2278,Los tres gauchos orientales,,安东尼奥·卢西奇,Lussich,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,,,Los Tres Gauchos Orientales,Antonio Lussich,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Lost in the Barrens.md,WL-WORK-0508,Lost in the Barrens,,法利·莫厄特,Farley Mowat,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,2017,T6,Lost in the Barrens,Farley Mowat,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Love Only Once.md,WL-WORK-1973,Love Only Once,,约翰娜·林赛,Johanna Lindsey,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,1985,T6,Love Only Once,Johanna Lindsey,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Maid Marian.md,WL-WORK-2279,Maid Marian,,托马斯·洛夫·皮科克,Peacock,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,,,Maid Marian,Thomas Peacock,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Malaeska.md,WL-WORK-2280,Malaeska,,安·S.斯蒂芬斯,Ann S. Stephens,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,1929,T4,Malaeska,Ann S. Stephens,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Manhunt.md,WL-WORK-0509,Manhunt,,格蕾琴·费尔克-马丁,Gretchen Felker-Martin,,,batch1_source_refs,WL-TOPIC-G45-HORROR,2022,T6,Manhunt,Gretchen Felker-Martin,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Masterman Ready.md,WL-WORK-0510,Masterman Ready,,弗雷德里克·马里亚特,Marryat,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,,,Masterman Ready,Frederick Marryat,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Merlin.md,WL-WORK-2282,Merlin,,T.H.怀特,T.H. White,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,,,Young Merlin Trilogy,Jane Yolen;Michael Ashley;Tanith Lee;T. H. White;Louise Cooper,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Minty Alley.md,WL-WORK-1536,Minty Alley,,C.L.R.詹姆斯,C. L. R. James,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,1936,T4,Minty Alley,C. L. R. James;Bernardine Evaristo,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Missionary Travels and Researches in South Africa.md,WL-WORK-1362,Missionary Travels and Researches in South Africa,Missionary Travels,戴维·利文斯通,Livingstone,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,,,Missionary travels and researches in South Africa,David Livingstone,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Monte Walsh.md,WL-WORK-2286,Monte Walsh,,杰克·谢弗,Jack Schaefer,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-PIRATE,1963,T5,Monte Walsh,Jack Schaefer,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Morgante.md,WL-WORK-2287,Morgante,,路易吉·普尔奇,Luigi Pulci,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,1955,T5,Morgante,Luigi Pulci;Joseph Tusiani;Edoardo A. Lebano,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,My Side of the Mountain.md,WL-WORK-0513,My Side of the Mountain,,琼·克雷格黑德·乔治,Jean Craighead George,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,1959,T5,My side of the mountain,Jean Craighead George,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Nativa.md,WL-WORK-2289,Nativa,,阿塞韦多·迪亚斯,Acevedo Díaz,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,,,Nativa,Eduardo Acevedo Díaz,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Naufragios.md,WL-WORK-0515,Naufragios,,卡贝萨·德·巴卡,Cabeza de Vaca,,,batch1_source_refs;batch3_source_refs;batch6_source_refs,WL-TOPIC-G45-ADVENTURE;WL-TOPIC-G7-TRAVEL;WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,,,Naufragios,Álvar Núñez Cabeza de Vaca,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,News of the World.md,WL-WORK-2290,News of the World,,波莱特·贾尔斯,Paulette Jiles,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,2016,T6,News of the World,Paulette Jiles,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,No-No Boy.md,WL-WORK-0937,No-No Boy,,约翰·冈田,John Okada,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,1957,T5,No-no boy,John Okada,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,O Cabeleira.md,WL-WORK-2291,O Cabeleira,,富兰克林·塔沃拉,Franklin Távora,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,2015,T6,O Cabeleira,Franklin Távora,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,O Gaúcho.md,WL-WORK-2292,O Gaúcho,,若泽·德·阿伦卡尔,José de Alencar,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,1923,T4,O gaúcho,José de Alencar,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Observations.md,WL-WORK-1537,Observations,,玛丽安娜·穆尔,Marianne Moore,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,1924,T4,Observations,Marianne Moore,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Old Jules.md,WL-WORK-2293,Old Jules,,玛丽·桑多兹,Mari Sandoz,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,1935,T4,Old Jules,Mari Sandoz,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,On Stranger Tides.md,WL-WORK-2294,On Stranger Tides,,蒂姆·鲍尔斯,Tim Powers,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,1987,T6,On stranger tides,Tim Powers,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Our Sunshine.md,WL-WORK-2296,Our Sunshine,,罗伯特·德鲁,Robert Drewe,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,1991,T6,Our sunshine,Robert Drewe,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Outlawed.md,WL-WORK-2297,Outlawed,,安娜·诺斯,Anna North,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-OUTLAW,2021,T6,Outlawed,Anna North,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Palmerín de Inglaterra.md,WL-WORK-2298,Palmerín de Inglaterra,,弗朗西斯科·德·莫拉埃斯,Francisco de Moraes,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,,,,,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Paradise Sky.md,WL-WORK-2300,Paradise Sky,,乔·R.兰斯代尔,Joe R. Lansdale,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,2015,T6,Paradise sky,Joe R. Lansdale,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Parzival.md,WL-WORK-2301,Parzival,,沃尔夫拉姆·冯·埃申巴赫,Wolfram的,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,,,,,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Paulino Lucero.md,WL-WORK-2302,Paulino Lucero,,阿斯卡苏比,Ascasubi,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,,,Paulino Lucero,Hilario Ascasubi,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Peregrine's Progress.md,WL-WORK-2305,Peregrine's Progress,,杰弗里·法诺尔,Farnol,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,,,Peregrine's Progress,Jeffery Farnol,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Persian Pictures.md,WL-WORK-1364,Persian Pictures,,格特鲁德·贝尔,Gertrude Bell,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,,,Persian pictures,Gertrude Lowthian Bell,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Personal Narrative.md,WL-WORK-1365,Personal Narrative,,亚历山大·冯·洪堡,Humboldt,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,,,Personal narrative,Alexander von Humboldt,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Polynesian Mythology.md,WL-WORK-1367,Polynesian Mythology,,乔治·格雷,George Grey,,,batch3_source_refs,WL-TOPIC-G1-MYTH,,,Polynesian mythology,George Grey Turner,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,QualityLand.md,WL-WORK-0939,QualityLand,,马克-乌韦·克林,Marc-Uwe Kling,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA,2017,T6,QualityLand,Marc-Uwe Kling,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Radiance.md,WL-WORK-1976,Radiance,,格蕾丝·德雷文,Grace Draven,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,2015,T6,Radiance,Grace Draven,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Ragged Dick.md,WL-WORK-0940,Ragged Dick,,霍雷肖·阿尔杰,Horatio Alger,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,1868,T3,Ragged Dick,"Horatio Alger, Jr.",ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Ramrod.md,WL-WORK-2312,Ramrod,,卢克·肖特,Luke Short,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,1943,T4,Ramrod,Luke Short,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,"Red, White & Royal Blue.md",WL-WORK-1977,"Red, White & Royal Blue",,凯西·麦奎斯顿,Casey McQuiston,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,2019,T6,"Red, White & Royal Blue",Casey McQuiston,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Redeployment.md,WL-WORK-1978,Redeployment,,菲尔·克莱,Phil Klay,,,batch5_source_refs,WL-TOPIC-Q6-WAR,2014,T6,Redeployment,Phil Klay,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Reservation Blues.md,WL-WORK-2315,Reservation Blues,,谢尔曼·阿莱克西,Sherman Alexie,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,1995,T6,Reservation blues,Sherman Alexie,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Riders of the Silences.md,WL-WORK-2317,Riders of the Silences,,马克斯·布兰德,Max Brand,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,,,Riders of the Silences,Frederick Faust,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,"Rinaldo Rinaldini, the Robber Captain.md",WL-WORK-2319,"Rinaldo Rinaldini, the Robber Captain",,克里斯蒂安·奥古斯特·武尔皮乌斯,Christian August Vulpius,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,,,,,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Rinaldo Rinaldini.md,WL-WORK-2318,Rinaldo Rinaldini,,克里斯蒂安·奥古斯特·武尔皮乌斯,Christian August Vulpius,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,1959,T5,Rinaldo Rinaldini,Christian August Vulpius,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Ring Shout.md,WL-WORK-0516,Ring Shout,,P.杰利·克拉克,P. Djèlí Clark,,,batch1_source_refs,WL-TOPIC-G45-HORROR,2020,T6,Ring Shout,P. Djèlí Clark,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Robin and the King.md,WL-WORK-2321,Robin and the King,,帕克·戈德温,Parke Godwin,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,1994,T6,Robin and the King,Parke Godwin,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Roman de Brut.md,WL-WORK-2330,Roman de Brut,,瓦斯,Wace,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,,,Le roman de Brut,Wace,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Roman de Silence.md,WL-WORK-2331,Roman de Silence,,康沃尔的埃尔德里斯,Heldris of Cornwall,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,,,,,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
P2_EXTERNAL_MATCH_FRIENDLY,Roman de Troie.md,WL-WORK-2333,Roman de Troie,,伯努瓦·德·圣莫尔,Benoît de Sainte-Maure,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,,,Le roman de Troie,Benoît de Sainte-Maure,ERROR,REVIEW,,,LEAVE_BLANK,Wikidata 无可靠作品级 P577+P50 匹配,HTTPError
